route_id,service_id,trip_id,trip_headsign
27,holiday_service,A2611weekendsec23821,Село Кокаляне - Автостанция Гео Милев
27,holiday_service,A2611weekendsec23842,Село Кокаляне - Автостанция Гео Милев
27,holiday_service,A2611weekendsec23850,Село Кокаляне - Автостанция Гео Милев
27,holiday_service,A2611weekendsec23856,Село Кокаляне - Автостанция Гео Милев
27,weekday_service,A3105weekday3038,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3041,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3044,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3047,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3050,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3052,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3053,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3054,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3069,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3070,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3071,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3072,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3073,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3076,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3078,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3083,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3084,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3091,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3093,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3094,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3095,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3096,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3097,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3103,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3105,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3115,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3116,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3117,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3120,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3121,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3122,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3130,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3133,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3134,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3135,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3137,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3139,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3143,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3145,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3147,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3148,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3149,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3157,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3158,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3159,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3162,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3164,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3167,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3169,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3172,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3173,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3174,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3175,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3178,Автостанция Гео Милев - Село Кокаляне
27,weekday_service,A3105weekday3180,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20362,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20367,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20369,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20373,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20374,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20381,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20382,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20384,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20385,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20386,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20388,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20389,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20391,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20394,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend20399,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23292,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23801,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23804,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23806,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23809,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23810,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23814,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23815,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23816,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23819,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23827,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23829,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23835,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23836,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23844,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23849,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23854,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23855,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekend23857,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec20365,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec20390,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23281,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23282,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23808,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23813,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23817,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23818,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23825,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23837,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23838,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23840,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23846,Автостанция Гео Милев - Село Кокаляне
27,holiday_service,A3105weekendsec23852,Автостанция Гео Милев - Село Кокаляне
138,weekday_service,TB227weekday7065,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7066,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7067,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7068,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7069,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7070,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7071,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7072,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7073,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7075,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7076,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7077,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7078,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7079,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7080,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7081,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7082,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7084,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7085,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7089,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7090,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7094,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7095,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7099,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7100,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7103,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7104,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7105,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7107,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7109,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7112,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7114,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7121,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7122,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7125,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7126,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7129,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7132,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7133,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7136,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7137,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7138,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7140,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7143,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7144,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7147,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7148,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7150,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7152,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7154,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7155,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7157,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7158,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7160,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7162,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7163,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7166,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7168,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7169,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7170,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7172,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7173,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7177,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7179,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7180,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7181,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7182,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7183,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7186,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7187,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7188,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7189,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7192,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7193,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7194,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7197,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7199,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7200,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7201,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7202,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7203,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7204,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7207,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7209,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7210,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7211,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7212,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7213,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday7214,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday12555,Вма - Ж.к. Левски Г
138,weekday_service,TB227weekday12556,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18879,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18890,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18926,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18944,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18946,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18956,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18957,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18966,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18970,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18973,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18976,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18982,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18983,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18984,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18985,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18990,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18991,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18992,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18994,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18996,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18997,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend18999,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19002,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19009,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19012,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19013,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19021,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19022,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19023,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19024,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19025,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19027,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19031,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19032,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19034,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19035,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19038,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19046,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19048,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19053,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19057,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19060,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19068,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19073,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19075,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19076,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19078,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19080,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19081,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19082,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19084,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19088,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19090,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19092,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19097,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19098,Вма - Ж.к. Левски Г
138,holiday_service,TB227weekend19100,Вма - Ж.к. Левски Г
