stop_id, stop_code, stop_name, stop_lat, stop_lon
2822,2822,Ул. Брезник,42.706076176,23.3585496662
0074,0074,Бул. Пейо Яворов,42.6823310345,23.3488875357
1386,1386,Подстанция Металургична - По Желание,42.7776608253,23.523581726
1673,1673,Стопанство Михайлово - По Желание,42.7005902253,23.1259719054
0519,0519,Депо Искър,42.6560862694,23.4144029874
2235,2235,Ул. Хемус,42.6835707941,23.3539577946
2333,2333,Централен Гробищен Парк,42.7115766996,23.3371456389
0029,0029,36-ти Пощенски Клон,42.7206654906,23.2527800844
0660,0660,Ж.к. Левски-г,42.7118753712,23.3799676997
2336,2336,Централни Хали,42.7000211046,23.3224143449
1394,1394,Българска Телеграфна Агенция,42.6858057701,23.3439424631
1649,1649,Махала Батареята,42.7092399774,23.4244204492
2530,2530,Разклона За Кв. Сеславци,42.7802977857,23.515103382
0418,0418,Вма,42.6847323033,23.3020618321
0620,0620,Ж.к. Западен Парк,42.7015947945,23.2765450203
1764,1764,Пгхмбт Проф. П. Райков,42.7324661401,23.3121003399
0856,0856,Кв. Кумарица - По Желание,42.8008450133,23.3413888996
0157,0157,Бл. 205 Ж.к. Младост-2,42.6417880692,23.3709429298
0169,0169,Метростанция Ал. Малинов,42.6461283494,23.3755543149
0448,0448,Гара Владая,42.622714005,23.1859705164
1374,1374,В.з. Малинова Долина,42.6241279155,23.3615212482
6156,6156,Бул. Луи Пастьор,42.7134470388,23.2662050949
0383,0383,Бул. Христо Ботев,42.700166143,23.3164153472
2353,2353,Нц По Радиобиология - По Желание,42.6323148842,23.3548198062
2849,2849,Ул. Чавдар Мутафов,42.6555851186,23.3333037298
0512,0512,Читалище Св.св. Кирил И Методий,42.7224485985,23.2697200253
1480,1480,Ул. Китен,42.625676112,23.1928350589
2433,2433,Бул. Брюксел,42.6636792899,23.3891140219
0486,0486,86-ти Пощенски Клон,42.6148017859,23.4155913087
0410,0410,Бл. 4 Ж.к. Сухата Река,42.6995846737,23.3673340865
2156,2156,Ул. Ресенска Поляна,42.7094387926,23.3452164912
0315,0315,Бул. Д-р Г. М. Димитров,42.6588929508,23.3449785082
0358,0358,Бул. Пенчо Славейков,42.6873631155,23.3111019879
2372,2372,Дом На Културата Искър,42.6648917391,23.3993776506
0695,0695,Гара Чепинци,42.7655968206,23.4345243906
0904,0904,Кв. Славовци - По Желание,42.7917656212,23.334533823
2183,2183,Село Подгумер,42.80687754,23.4043906647
2223,2223,Ул. Уошбърн,42.7070944806,23.3450140192
0406,0406,Бул. Панчо Владигеров,42.7231294068,23.2592157075
0062,0062,Автостанция Орландовци,42.7149471657,23.3420542639
0720,0720,Ну За Танцово Изкуство,42.6785250236,23.3653264178
1776,1776,Триъгълника,42.7195032949,23.3099644019
0678,0678,Ж.к. Обеля-2,42.74602881,23.2812153948
1262,1262,Петте Могили,42.7331525581,23.3901320502
1482,1482,Ул. Детелина,42.7182602,23.2276186073
0811,0811,В.з. Беловодски Път - По Желание,42.6499910866,23.2483902447
2779,2779,Аджибадем Сити Клиник,42.6650709153,23.3265277199
0376,0376,Бул. Сливница,42.7049676496,23.3175517025
2432,2432,Бул. Брюксел,42.6639976738,23.3894705135
0575,0575,Енергопроект,42.6729953471,23.3235916
1864,1864,Ул. Васил Петлешков,42.7056852238,23.3477989015
2005,2005,Ул. Константин Бодин,42.7249062145,23.2922606664
0238,0238,Бл. 6 Ж.к. Младост-1,42.6581717251,23.3777562937
0499,0499,Горублянско Ханче,42.6387736971,23.4121933191
0850,0850,Кв. Клисура,42.7191467829,23.0834756392
0912,0912,Метростанция Витоша,42.6596628168,23.3173727151
1640,1640,Промишлена Зона Бусманци,42.6723934837,23.4388374479
1255,1255,Пета Градска Болница,42.7136758011,23.3144332831
6709,6709,Автостанция Гео Милев,42.678313843,23.3705134901
1122,1122,Ул. Минзухар,42.8150636711,23.2531605553
1343,1343,Пк Диана,42.6651747844,23.3428693091
6264,6264,Ул. Бистришко Шосе,42.6165357793,23.3650371531
1711,1711,Магазин Витоша,42.7131630373,23.2484089
0932,0932,Кметство Балша,42.848573869,23.2695216288
1624,1624,В.з. Китката - По Желание,42.5720619684,23.4323975029
2318,2318,Хмс,42.6552163338,23.3814390887
0118,0118,109-то Оу,42.6889545083,23.3707065195
0247,0247,Бл. 69 Ж.к. Младост-1,42.649648745,23.3691637593
1387,1387,Подстанция Металургична - По Желание,42.7777662977,23.5234529618
1982,1982,Ул. Кап. В. Данаджиев,42.7145400738,23.2447016244
2320,2320,Хотел Макси,42.6417350612,23.3345626319
1644,1644,Промишлена Зона - По Желание,42.7187128113,23.442963873
1646,1646,Начало С. Войнеговци - По Желание,42.7987375776,23.4220473615
2638,2638,156 - То Оу,42.7848035763,23.505074854
1994,1994,Ул. Клокотница,42.7086239857,23.3182370257
0189,0189,Техно Парк София,42.6494460544,23.4087627262
0529,0529,Детски Дом - По Желание,42.7964161134,23.3397233428
0761,0761,Нсбал По Онкология,42.662489474,23.3586257132
1502,1502,Сатиричен Театър,42.6918676969,23.3255318228
1034,1034,Умбал Александровска,42.6862748226,23.3082722564
2110,2110,Ул. Нишава,42.6813636554,23.2897617151
0230,0230,Бл. 519 Ж.к. Овча Купел-1,42.6898876382,23.2596661571
1556,1556,Село Плана,42.4870599639,23.408746042
1487,1487,Бл. 405 Ж.к. Дружба-2,42.6426279415,23.4068845715
2784,2784,Мбал Вита,42.656838,23.321093
1435,1435,Разклона За Летището,42.7072991378,23.4084031329
1609,1609,Ск На Нса,42.6438098961,23.3450238811
1139,1139,Национален Дворец На Културата,42.6859317453,23.319371764
0073,0073,Бул. Пейо Яворов,42.6830906194,23.3483218687
1744,1744,Ул. Подпор.йордан Тодоров,42.6726869974,23.4062715652
1322,1322,Хотел Хемус,42.6775390188,23.3217564398
2420,2420,Ул. Пловдив,42.7087933883,23.2996693085
0342,0342,Бул. Никола Вапцаров,42.6643701257,23.3174751933
0513,0513,Автосервиз,42.7139068813,23.3574354246
0900,0900,Ул. Любляна,42.6748008805,23.2642660425
1964,1964,Ул. Искър,42.7009175697,23.3339234652
2022,2022,Автостанция Изток,42.7030153659,23.386038939
2623,2623,В.з. Малинова Долина,42.6236932378,23.3620102603
0653,0653,Ж.к. Люлин-3,42.7209486696,23.2420793713
2832,2832,192 - Ро Соу С. Бистрица,42.5833293481,23.3590735697
1753,1753,Ул. Витиня,42.7084239801,23.36967204
0739,0739,Зеленчукова Градина,42.743893462,23.4087071625
0820,0820,Кв. Видните,42.6586566221,23.4581183846
0440,0440,Военна Академия,42.6921556586,23.3443435166
2097,2097,Ул. Оряхово,42.7103201917,23.2928036504
0799,0799,Каучуков Завод Зебра - По Желание,42.8207925906,23.3657179457
316,316,Мизия / Нбу,42.6838310847,23.2556177129
1155,1155,Ск Цска,42.6740901771,23.3750759587
1332,1332,Централна Гара,42.711246233,23.3197081595
0538,0538,Производствен К-с Москва,42.7289485716,23.324333484
1022,1022,Махала Джюлници,42.7672738528,23.2437448156
2716,2716,По Желание,42.6573775419,23.2035363194
0560,0560,Ел. Кантон,42.7625564943,23.3995017217
2326,2326,Хотел Плиска,42.6750221405,23.3591537954
19,19,Цариградско Шосе,42.6492279862,23.3940701803
0084,0084,Комплекс На Бан,42.6537443633,23.3886847069
0485,0485,Стоков Базар Илиянци,42.739798194,23.3092710546
1285,1285,Пл. Мегдана,42.8217647814,23.2830575965
2486,2486,Бл. 323 Ж.к. Младост-3,42.6387945772,23.3748582996
1283,1283,Пл. Македония,42.6948424565,23.3169514031
0719,0719,Ну За Танцово Изкуство,42.6783601686,23.3658278662
1017,1017,Метростанция Цариградско Шосе,42.6491729066,23.3935869549
0326,0326,Бул. К. Величков,42.700620212,23.296460106
0891,0891,Кв. Павлово,42.6677931125,23.2657472276
2001,2001,Ул. Козлодуй,42.7069982762,23.3245602281
1595,1595,Ул. Тинтява,42.7001496121,23.1496798577
2502,2502,Ул. Хан Тервел Кв. Максим Горки,42.7710019731,23.1887760271
2821,2821,Метростанция Хаджи Димитър,42.7026640144,23.3537459121
0105,0105,Бл. 33 Ж.к. Слатина,42.6885030956,23.3747766022
2751,2751,Ул. Ал. Стамболийски - По Желание,42.8205852874,23.3607067825
207,207,Лъвов Мост,42.7049399868,23.3237618295
0535,0535,Детско Градче - По Желание,42.6151468023,23.4009808319
0810,0810,В.з. Беловодски Път - По Желание,42.649880522,23.2482162636
210,210,Европейски Съюз,42.6785434458,23.3217902312
1311,1311,Пл. Сточна Гара,42.7050587196,23.3309237046
2222,2222,Ул. Уошбърн,42.7064449225,23.3469814247
6007,6007,Ул. Шумен,42.7091875669,23.3058583015
0078,0078,Ап Дружба,42.6491689719,23.4161572998
1157,1157,Ул. Гюешево,42.6927932113,23.2950920999
2584,2584,Ул. Мюнхен,42.6602647018,23.410536791
0015,0015,163-то Оу,42.6452239413,23.4047836782
2585,2585,Ул. Мюнхен,42.6600451337,23.4103605954
1493,1493,Руско Посолство,42.672980379,23.3477503016
1686,1686,Промишлена Зона - По Желание,42.7314200248,23.228607336
2169,2169,Ул. Сан Стефано,42.6965111191,23.3403735366
0291,0291,Бул. България,42.6712431011,23.295166215
2398,2398,Бл. 539 Ж.к.люлин-5,42.7115644708,23.2416308418
6734,6734,Вилите - Временна,42.6268930537,23.3188220319
1703,1703,Магазин Витоша,42.7133201704,23.2487374956
2823,2823,В.з. Малинова Долина - По Желание,42.6174793086,23.3610456697
2196,2196,Бл. 13 Ж.к.западен Парк,42.7018244956,23.2816177045
0056,0056,Автостанция Изток,42.7035562591,23.386842821
0785,0785,Ул. Дружба,42.7740388512,23.2468841546
6331,6331,Ул. Професор Фритьоф Нансен,42.6862258154,23.3211207026
0276,0276,Бул. Ал. Пушкин,42.6629731849,23.2657003892
1509,1509,Селимица,42.6198841392,23.1890454833
1095,1095,Моста На Владайска Река,42.7164044047,23.3523466421
1818,1818,Ул. 9 - По Желание,42.6350157913,23.3539291107
2082,2082,Ул. Опълченска,42.7061702441,23.3110471944
312,312,България,42.6793918829,23.3009787673
1743,1743,Технически Университет,42.6576381303,23.359254514
2391,2391,Бизнес Парк София,42.6287369836,23.375038418
6225,6225,Вма - Временна,42.6843227379,23.3021161476
0068,0068,Рц По Протезиране,42.6767417011,23.2496416744
1515,1515,Кметство Владая,42.6283241978,23.195182603
1610,1610,Спортна Зала Хр. Ботев,42.6511100925,23.3422282089
1115,1115,Национална Опера,42.6982900037,23.3309585947
0777,0777,Ул. Инж. Георги Белов,42.6389833871,23.4059757555
0887,0887,Кв. Орландовци,42.7174249881,23.3392851382
1779,1779,Триъгълника Кв. Горубляне,42.6418598975,23.4027173534
0137,0137,Бл. 115 Ж.к. Люлин-10,42.716629439,23.2755516044
2575,2575,Бул. Рожен,42.7318414812,23.3130908927
1946,1946,Ул. Златица,42.7072978616,23.3550397503
2091,2091,Ул. Орион,42.7181617602,23.2779604813
2029,2029,Ул. Лиляче,42.6865151699,23.2660509161
0206,0206,Мбал Токуда Болница,42.667773361,23.327131945
2310,2310,Хладилен Завод,42.7087356402,23.3345840014
2725,2725,Разклона За Кв. Видните,42.6568234637,23.4563540492
1135,1135,Ндк,42.6858407185,23.3177226874
1033,1033,Мгу Св.ив.рилски,42.6611263971,23.3514781203
1478,1478,Моста С. Долни Богров,42.7041061078,23.4926014089
1676,1676,Начало С. Мрамор - По Желание,42.7790121722,23.2741709026
1461,1461,Разсадник Мало Бучино,42.689354549,23.174544107
2510,2510,По Желание,42.6880773789,23.4517657582
2724,2724,Промишлена Зона Ж.к. Дружба 1,42.6711071755,23.3822299403
0851,0851,Кв. Княжево,42.6585882942,23.2413538128
0303,0303,Метростанция Хаджи Димитър,42.7025108039,23.3523168883
0957,0957,Община Банкя,42.7060395641,23.1479597513
2757,2757,Ул. Димитър Ашов,42.6563808475,23.4653772589
1062,1062,Метростанция Сливница,42.7274352935,23.2627367321
1143,1143,Ул. Зад Село,42.6836110601,23.4586788236
2449,2449,Ж.к. Магнолия - По Желание,42.6487481644,23.2426713845
1819,1819,Ул. Александър Жендов,42.6777464286,23.3558251763
0579,0579,София Тех Парк,42.665545447,23.3718420124
1996,1996,Пл. Гарибалди,42.6937668849,23.3227390321
0521,0521,Ул. 10-ти Километър - По Желание,42.6523116422,23.2233882728
0700,0700,Ж.п.прелез,42.7341038463,23.3230153114
0823,0823,Кв. Враждебна,42.7124578458,23.412232378
1168,1168,Овчарски Кошари,42.7277825407,23.1054703058
1058,1058,Метростанция Опълченска,42.6996645111,23.312611198
1454,1454,Разклона За Летището,42.6716352357,23.3937016553
6719,6719,Студентски Град,42.647322543,23.3456102328
1926,1926,Ул. Димитър Петков,42.6999920853,23.3005844734
0340,0340,Бул. Ген.н.столетов,42.7112164546,23.3094832239
1147,1147,Гробищен Парк Малашевци,42.7203067546,23.3630275789
1004,1004,Летище Доброславци - По Желание,42.8182302231,23.313974484
1747,1747,Тец София,42.7171276654,23.3202560113
2439,2439,Моста На Р. Искър Кв. Враждебна,42.7102589176,23.419025475
2482,2482,Ул. Витиня,42.709057148,23.3689465396
0262,0262,Гробищен Парк Бояна - По Желание,42.6507771024,23.2784345945
2379,2379,Южен Парк,42.6750103455,23.3079146774
2319,2319,Хмс,42.6555973161,23.3822628466
2480,2480,Балкан Стар,42.7099223379,23.3502567403
1235,1235,Център Кв. Ботунец,42.7395805152,23.5113519269
2793,2793,Бл. 648 Ж.к. Люлин 6,42.7089259864,23.2554248883
0605,0605,Ж.к. Дружба-1,42.6537935756,23.4135810101
0879,0879,Кв. Овча Купел,42.6716024488,23.2725298167
0039,0039,60-то Оу,42.742287633,23.3457384082
0936,0936,Кметство Железница,42.533850175,23.3663599233
2789,2789,Ж.к. Хаджи Димитър,42.7105146242,23.36151872
2249,2249,Ул. Цар Симеон,42.705619603,23.2988042481
0043,0043,8-ми Дкц,42.7282627101,23.291210467
0234,0234,Метростанция Ал. Малинов,42.6482729345,23.3757220667
0537,0537,Производствен К-с Москва,42.7291818269,23.3246135313
0294,0294,Бул. Вардар,42.695712701,23.2875779095
0361,0361,Метростанция Мизия,42.6830867884,23.2560930859
0745,0745,Софарма Ад,42.7354959721,23.3175130581
16,16,Бизнес Парк София,42.6298671746,23.3730660501
2662,2662,Метростанция Хан Кубрат,42.7225324086,23.3071642843
1782,1782,Бул. Панчо Владигеров,42.7240610561,23.2577961862
0123,0123,Бл. 22 Ж.к. Дианабад,42.6582490479,23.3419960735
0164,0164,Бл. 214 Ж.к. Борово,42.6691033099,23.2801481908
1858,1858,Ул. Бяло Море,42.6990466737,23.339166256
0350,0350,Бул. Никола Петков,42.6687198469,23.2551931383
1634,1634,Хюндай България,42.7442370716,23.3181171404
1716,1716,Община Люлин,42.7164254227,23.2504430057
1226,1226,29-ти Дкц,42.6643063263,23.2976979735
0038,0038,53-то Оу,42.6771466699,23.2351796924
2755,2755,Метростанция Витоша,42.6591320686,23.3158380942
1469,1469,Бл. 4 Ж.к. Сухата Река,42.6990706956,23.3652821502
0082,0082,Ул. Н. Хрелков,42.6875286257,23.2322072352
6406,6406,Бул. Христо Ботев,42.6987377634,23.3159408264
6643,6643,Село Казичене,42.6625320849,23.464622389
0289,0289,Бул. Братя Бъкстон,42.6745711411,23.2788088429
1356,1356,По Желание,42.7418033964,23.555251683
1517,1517,Село Герман,42.6097283569,23.4104536778
2263,2263,Ул. Юрий Гагарин,42.7326995885,23.554002202
0969,0969,Пазара Младост 1,42.652797659,23.3738423561
1637,1637,Хюндай България,42.7439680595,23.317890417
1832,1832,Ул. Баба Тонка - По Желание,42.8152377556,23.3521127357
1229,1229,Яз. Пасарел - По Желание,42.5491868795,23.4801961768
1798,1798,Културен Център Люлин,42.7185372545,23.2464934367
0827,0827,Кв. Гниляне,42.808962668,23.376141153
1158,1158,Ул. Гюешево,42.6911747266,23.2959132205
2280,2280,61-во Оу,42.7379515437,23.2902897458
0268,0268,Бул. Акад. Ив. Гешов,42.6794921396,23.3037295677
0813,0813,Метростанция Мизия,42.6830843903,23.255835553
2465,2465,Ул. Мак,42.676161187,23.2325121143
2754,2754,Бл. 458 Ж.к. Младост 4,42.6345375907,23.3728917133
2273,2273,144-то Соу,42.643401997,23.3795740529
2729,2729,Разклона За Кв. Видните,42.6569261875,23.456521972
2615,2615,Спортна Зала Арена Армеец,42.6716193505,23.3716974498
0804,0804,Ж.к. Банишора,42.7058326971,23.3073524981
1553,1553,Кметство Мърчаево,42.6002800534,23.1701848061
1812,1812,Ул. 61,42.7105223727,23.4028443404
0956,0956,Община Нови Искър - По Желание,42.8031144959,23.3441899823
1771,1771,Трд,42.7536974437,23.2732147941
1790,1790,Ул. 10,42.6345696745,23.3037361302
2356,2356,Ул. Одеса,42.7255390211,23.3443330648
2807,2807,Естакада Ж.к. Младост 2,42.6496086681,23.3674102834
1105,1105,Мотел Бели Брези - По Желание,42.5250901735,23.3661175431
1340,1340,Площада С. Волуяк,42.7734273442,23.2428270131
0425,0425,В.з. Герман,42.6256570817,23.4226532191
6382,6382,Ул. Първа Българска Армия,42.7128877246,23.3439185131
6276,6276,Ул. Г. Измирлиев,42.6628957999,23.2921775151
0215,0215,Бл. 43 Ж.к. Горубляне,42.635411486,23.4011587573
2386,2386,Ул. Обрадовски Път,42.7478658982,23.3507252023
0190,0190,Техно Парк София,42.6489096283,23.4091701161
2390,2390,Бизнес Парк София,42.6286469478,23.3751471119
0500,0500,Горублянско Ханче,42.6382841562,23.4124515709
1028,1028,Ул. Лесковец,42.6231119302,23.1914358034
1820,1820,Ул. Александър Жендов,42.6773311904,23.3559045809
0166,0166,143-то Оу,42.7021325974,23.355263115
2039,2039,Ул. Люботрън,42.6685007713,23.3192630777
1590,1590,Скиорката,42.6490028823,23.2619443333
1721,1721,Съдебна Палата,42.6952204181,23.3183784641
1651,1651,Начало С. Голяновци,42.8258817211,23.2424135391
0556,0556,Дяволски Мост - По Желание,42.5607974255,23.4226988933
1080,1080,Моста На Лесновска Река,42.7069155,23.5001562884
0014,0014,163-то Оу,42.6453680144,23.404928335
0637,0637,Ж.к. Красно Село,42.6781859743,23.2854411365
2008,2008,Ул. Костенски Водопад,42.6661609341,23.2999020828
2456,2456,Стоков Базар Илиянци,42.7407132472,23.3178381143
0469,0469,Гара Подуяне,42.6969648963,23.3536699638
0100,0100,Банята Кв. Гниляне,42.8002065327,23.3802111642
2481,2481,Ул. Макгахан,42.7066481789,23.3506295118
2756,2756,Метростанция Витоша,42.6578364876,23.316035059
1097,1097,Моста На Р. Искър,42.7087818303,23.4190403756
2485,2485,Софгеопроучване,42.743536889,23.3295152695
1054,1054,Метростанция Люлин,42.7183758672,23.2570738646
2041,2041,Ул. Макгахан,42.7030389974,23.3512703872
0405,0405,Булавто,42.7454179908,23.3301211929
0450,0450,Гара Волуяк,42.7568947858,23.2444036627
0021,0021,26-ти Дкц,42.7251010733,23.255577781
1826,1826,Ул. Ангел Войвода,42.7066102284,23.3580082966
1740,1740,Технически Университет,42.6566504778,23.3590537832
0661,0661,Ж.к. Младост-1,42.6511896473,23.3679098591
0733,0733,Ул. 44 - По Желание,42.6072013529,23.3676849509
1891,1891,Ул. Ген. Ас. Николов,42.7213000159,23.2644400539
2015,2015,Ул. Крум Стоянов,42.7140337983,23.2984383765
2070,2070,Ул. Оборище,42.6936282786,23.3554633795
2726,2726,Езерото - Село Казичене,42.6578968097,23.4547843813
0323,0323,Бул. Княгиня Мария Луиза,42.712182939,23.3149258405
0970,0970,Корабчето,42.6424547405,23.4031161117
2723,2723,Промишлена Зона Ул. В. Левски - По Желание,42.7578422885,23.2754754739
0126,0126,Бл. 10 Ж.к. Левски-г,42.713113969,23.3803379693
2066,2066,Ул. Обиколна,42.6483282215,23.4038022011
0086,0086,Комплекс На Бан,42.6537177373,23.3892876612
0116,0116,Биомет Еоод - По Желание,42.8012299975,23.2642098331
2564,2564,Ул. Георги Караславов,42.7381321305,23.2557314447
2210,2210,Ул. Т. Каблешков,42.6692480735,23.2773801692
0803,0803,Ж.к. Банишора,42.7063988067,23.3073394448
0102,0102,Баня Панчарево,42.6028539015,23.402514023
1814,1814,Ул. 640,42.6803120407,23.246044779
0199,0199,Бл. 350 Ж.к. Люлин-3,42.7249954549,23.2448238224
2827,2827,Метростанция Су Св. Климент Охридски,42.6920156277,23.3335309594
1361,1361,Махала Чемерник - По Желание,42.5261230263,23.3680827262
2740,2740,Метростанция Дружба,42.6570999384,23.395032141
6453,6453,Метростанция Вардар,42.7055740058,23.2858525435
2229,2229,Ул. Хайдут Сидер,42.7087672418,23.2869207386
0346,0346,Бул. Никола Петков,42.6693099503,23.2556576174
1537,1537,Село Казичене,42.6622927969,23.4645380791
0832,0832,Кв. Градоман,42.6856259775,23.1387763026
1180,1180,Околовръстен Път,42.6958310615,23.2308415407
2085,2085,Ул. Опълченска,42.6985301313,23.3100195579
2719,2719,Вилите,42.6533393765,23.1978368788
2212,2212,Ул. Т. Каблешков,42.6646748427,23.2872743077
1808,1808,Ул. 6-ти Септември,42.6848593077,23.325287271
2677,2677,Бл. 245 Ж.к. Младост 2,42.6470418613,23.368046055
6066,6066,Детски Стационар - По Желание,42.6219154153,23.2261247811
2718,2718,Вилите,42.6533879012,23.1979308346
6439,6439,Пл. Св. Александър Невски,42.6955717189,23.3340680313
6432,6432,Тихия Кът - По Желание,42.6381764287,23.2197511221
0873,0873,Кв. Обеля,42.743350259,23.2748838925
1281,1281,Пл. Македония,42.6940932008,23.3151185846
1473,1473,Ресторант Златната Рибка - По Желание,42.5612503246,23.4517433071
